tool	rank	metric	sample	value
Gold standard	family	L1 norm error	5	0.0
Gold standard	genus	L1 norm error	5	0.0
Gold standard	species	L1 norm error	5	0.0
Gold standard	strain	L1 norm error	5	0.0
Gold standard	na	Weighted UniFrac error	5	0.0
Gold standard	na	Unweighted UniFrac error	5	0.0
Gold standard	na	Weighted UniFrac (CAMI)	5	0.0
Gold standard	na	Unweighted UniFrac (CAMI)	5	0.0
Gold standard	superkingdom	Sum of abundances	5	0.01
Gold standard	phylum	Sum of abundances	5	0.01
Gold standard	class	Sum of abundances	5	0.01
Gold standard	order	Sum of abundances	5	0.01
Gold standard	family	Sum of abundances	5	0.009924761521
Gold standard	genus	Sum of abundances	5	0.010000000006000005
Gold standard	species	Sum of abundances	5	0.009999999999000002
Gold standard	strain	Sum of abundances	5	0.0010647588289999994
Gold standard	superkingdom	Taxon counts	5	1.0
Gold standard	phylum	Taxon counts	5	1.0
Gold standard	class	Taxon counts	5	1.0
Gold standard	order	Taxon counts	5	4.0
Gold standard	family	Taxon counts	5	19.0
Gold standard	genus	Taxon counts	5	113.0
Gold standard	species	Taxon counts	5	337.0
Gold standard	strain	Taxon counts	5	99.0
Gold standard	superkingdom	Bray-Curtis distance	6	0.0
Gold standard	phylum	Bray-Curtis distance	6	0.0
Gold standard	class	Bray-Curtis distance	6	0.0
Gold standard	order	Bray-Curtis distance	6	0.0
Gold standard	family	Bray-Curtis distance	6	0.0
Gold standard	genus	Bray-Curtis distance	6	0.0
Gold standard	species	Bray-Curtis distance	6	0.0
Gold standard	strain	Bray-Curtis distance	6	0.0
Gold standard	superkingdom	Shannon diversity	6	0.04605170185988091
Gold standard	superkingdom	Shannon equitability	6	0.0
Gold standard	phylum	Shannon diversity	6	0.04605170185988091
Gold standard	phylum	Shannon equitability	6	0.0
Gold standard	class	Shannon diversity	6	0.04605170185988091
Gold standard	class	Shannon equitability	6	0.0
Gold standard	order	Shannon diversity	6	0.04707984396731835
Gold standard	order	Shannon equitability	6	0.03396092870873818
Gold standard	family	Shannon diversity	6	0.06152444950330318
Gold standard	family	Shannon equitability	6	0.020895134841857215
Gold standard	genus	Shannon diversity	6	0.07314254550195659
Gold standard	genus	Shannon equitability	6	0.015472084860996101
Gold standard	species	Shannon diversity	6	0.0865283511276817
Gold standard	species	Shannon equitability	6	0.014867202437344492
Gold standard	strain	Shannon diversity	6	0.012109952777253638
Gold standard	strain	Shannon equitability	6	0.0026353943253294996
Gold standard	superkingdom	F1 score	6	1.0
Gold standard	superkingdom	False negatives	6	0.0
Gold standard	superkingdom	False positives	6	0.0
Gold standard	superkingdom	Jaccard index	6	1.0
Gold standard	superkingdom	Purity	6	1.0
Gold standard	superkingdom	Completeness	6	1.0
Gold standard	superkingdom	True positives	6	1.0
Gold standard	phylum	F1 score	6	1.0
Gold standard	phylum	False negatives	6	0.0
Gold standard	phylum	False positives	6	0.0
Gold standard	phylum	Jaccard index	6	1.0
Gold standard	phylum	Purity	6	1.0
Gold standard	phylum	Completeness	6	1.0
Gold standard	phylum	True positives	6	1.0
Gold standard	class	F1 score	6	1.0
Gold standard	class	False negatives	6	0.0
Gold standard	class	False positives	6	0.0
Gold standard	class	Jaccard index	6	1.0
Gold standard	class	Purity	6	1.0
Gold standard	class	Completeness	6	1.0
Gold standard	class	True positives	6	1.0
Gold standard	order	F1 score	6	1.0
Gold standard	order	False negatives	6	0.0
Gold standard	order	False positives	6	0.0
Gold standard	order	Jaccard index	6	1.0
Gold standard	order	Purity	6	1.0
Gold standard	order	Completeness	6	1.0
Gold standard	order	True positives	6	4.0
Gold standard	family	F1 score	6	1.0
Gold standard	family	False negatives	6	0.0
Gold standard	family	False positives	6	0.0
Gold standard	family	Jaccard index	6	1.0
Gold standard	family	Purity	6	1.0
Gold standard	family	Completeness	6	1.0
Gold standard	family	True positives	6	19.0
Gold standard	genus	F1 score	6	1.0
Gold standard	genus	False negatives	6	0.0
Gold standard	genus	False positives	6	0.0
Gold standard	genus	Jaccard index	6	1.0
Gold standard	genus	Purity	6	1.0
Gold standard	genus	Completeness	6	1.0
Gold standard	genus	True positives	6	113.0
Gold standard	species	F1 score	6	1.0
Gold standard	species	False negatives	6	0.0
Gold standard	species	False positives	6	0.0
Gold standard	species	Jaccard index	6	1.0
Gold standard	species	Purity	6	1.0
Gold standard	species	Completeness	6	1.0
Gold standard	species	True positives	6	337.0
Gold standard	strain	F1 score	6	1.0
Gold standard	strain	False negatives	6	0.0
Gold standard	strain	False positives	6	0.0
Gold standard	strain	Jaccard index	6	1.0
Gold standard	strain	Purity	6	1.0
Gold standard	strain	Completeness	6	1.0
Gold standard	strain	True positives	6	99.0
Gold standard	superkingdom	L1 norm error	6	0.0
Gold standard	phylum	L1 norm error	6	0.0
Gold standard	class	L1 norm error	6	0.0
Gold standard	order	L1 norm error	6	0.0
Gold standard	family	L1 norm error	6	0.0
Gold standard	genus	L1 norm error	6	0.0
Gold standard	species	L1 norm error	6	0.0
Gold standard	strain	L1 norm error	6	0.0
Gold standard	na	Weighted UniFrac error	6	0.0
Gold standard	na	Unweighted UniFrac error	6	0.0
Gold standard	na	Weighted UniFrac (CAMI)	6	0.0
Gold standard	na	Unweighted UniFrac (CAMI)	6	0.0
Gold standard	superkingdom	Sum of abundances	6	0.01
Gold standard	phylum	Sum of abundances	6	0.01
Gold standard	class	Sum of abundances	6	0.01
Gold standard	order	Sum of abundances	6	0.01
Gold standard	family	Sum of abundances	6	0.009924761521
Gold standard	genus	Sum of abundances	6	0.010000000006000005
Gold standard	species	Sum of abundances	6	0.009999999999000002
Gold standard	strain	Sum of abundances	6	0.0010647588289999994
Gold standard	superkingdom	Taxon counts	6	1.0
Gold standard	phylum	Taxon counts	6	1.0
Gold standard	class	Taxon counts	6	1.0
Gold standard	order	Taxon counts	6	4.0
Gold standard	family	Taxon counts	6	19.0
Gold standard	genus	Taxon counts	6	113.0
Gold standard	species	Taxon counts	6	337.0
Gold standard	strain	Taxon counts	6	99.0
Gold standard	superkingdom	Bray-Curtis distance	7	0.0
Gold standard	phylum	Bray-Curtis distance	7	0.0
Gold standard	class	Bray-Curtis distance	7	0.0
Gold standard	order	Bray-Curtis distance	7	0.0
Gold standard	family	Bray-Curtis distance	7	0.0
Gold standard	genus	Bray-Curtis distance	7	0.0
Gold standard	species	Bray-Curtis distance	7	0.0
Gold standard	strain	Bray-Curtis distance	7	0.0
Gold standard	superkingdom	Shannon diversity	7	0.04605170185988091
Gold standard	superkingdom	Shannon equitability	7	0.0
Gold standard	phylum	Shannon diversity	7	0.04605170185988091
Gold standard	phylum	Shannon equitability	7	0.0
Gold standard	class	Shannon diversity	7	0.04605170185988091
Gold standard	class	Shannon equitability	7	0.0
Gold standard	order	Shannon diversity	7	0.04707984396731835
Gold standard	order	Shannon equitability	7	0.03396092870873818
Gold standard	family	Shannon diversity	7	0.06152444950330318
Gold standard	family	Shannon equitability	7	0.020895134841857215
Gold standard	genus	Shannon diversity	7	0.07314254550195659
Gold standard	genus	Shannon equitability	7	0.015472084860996101
Gold standard	species	Shannon diversity	7	0.0865283511276817
Gold standard	species	Shannon equitability	7	0.014867202437344492
Gold standard	strain	Shannon diversity	7	0.012109952777253638
Gold standard	strain	Shannon equitability	7	0.0026353943253294996
Gold standard	superkingdom	F1 score	7	1.0
Gold standard	superkingdom	False negatives	7	0.0
Gold standard	superkingdom	False positives	7	0.0
Gold standard	superkingdom	Jaccard index	7	1.0
Gold standard	superkingdom	Purity	7	1.0
Gold standard	superkingdom	Completeness	7	1.0
Gold standard	superkingdom	True positives	7	1.0
Gold standard	phylum	F1 score	7	1.0
Gold standard	phylum	False negatives	7	0.0
Gold standard	phylum	False positives	7	0.0
Gold standard	phylum	Jaccard index	7	1.0
Gold standard	phylum	Purity	7	1.0
Gold standard	phylum	Completeness	7	1.0
Gold standard	phylum	True positives	7	1.0
Gold standard	class	F1 score	7	1.0
Gold standard	class	False negatives	7	0.0
Gold standard	class	False positives	7	0.0
Gold standard	class	Jaccard index	7	1.0
Gold standard	class	Purity	7	1.0
Gold standard	class	Completeness	7	1.0
Gold standard	class	True positives	7	1.0
Gold standard	order	F1 score	7	1.0
Gold standard	order	False negatives	7	0.0
Gold standard	order	False positives	7	0.0
Gold standard	order	Jaccard index	7	1.0
Gold standard	order	Purity	7	1.0
Gold standard	order	Completeness	7	1.0
Gold standard	order	True positives	7	4.0
Gold standard	family	F1 score	7	1.0
Gold standard	family	False negatives	7	0.0
Gold standard	family	False positives	7	0.0
Gold standard	family	Jaccard index	7	1.0
Gold standard	family	Purity	7	1.0
Gold standard	family	Completeness	7	1.0
Gold standard	family	True positives	7	19.0
Gold standard	genus	F1 score	7	1.0
Gold standard	genus	False negatives	7	0.0
Gold standard	genus	False positives	7	0.0
Gold standard	genus	Jaccard index	7	1.0
Gold standard	genus	Purity	7	1.0
Gold standard	genus	Completeness	7	1.0
Gold standard	genus	True positives	7	113.0
Gold standard	species	F1 score	7	1.0
Gold standard	species	False negatives	7	0.0
Gold standard	species	False positives	7	0.0
Gold standard	species	Jaccard index	7	1.0
Gold standard	species	Purity	7	1.0
Gold standard	species	Completeness	7	1.0
Gold standard	species	True positives	7	337.0
Gold standard	strain	F1 score	7	1.0
Gold standard	strain	False negatives	7	0.0
Gold standard	strain	False positives	7	0.0
Gold standard	strain	Jaccard index	7	1.0
Gold standard	strain	Purity	7	1.0
Gold standard	strain	Completeness	7	1.0
Gold standard	strain	True positives	7	99.0
Gold standard	superkingdom	L1 norm error	7	0.0
Gold standard	phylum	L1 norm error	7	0.0
Gold standard	class	L1 norm error	7	0.0
Gold standard	order	L1 norm error	7	0.0
Gold standard	family	L1 norm error	7	0.0
Gold standard	genus	L1 norm error	7	0.0
Gold standard	species	L1 norm error	7	0.0
Gold standard	strain	L1 norm error	7	0.0
Gold standard	na	Weighted UniFrac error	7	0.0
Gold standard	na	Unweighted UniFrac error	7	0.0
Gold standard	na	Weighted UniFrac (CAMI)	7	0.0
Gold standard	na	Unweighted UniFrac (CAMI)	7	0.0
Gold standard	superkingdom	Sum of abundances	7	0.01
Gold standard	phylum	Sum of abundances	7	0.01
Gold standard	class	Sum of abundances	7	0.01
Gold standard	order	Sum of abundances	7	0.01
Gold standard	family	Sum of abundances	7	0.009924761521
Gold standard	genus	Sum of abundances	7	0.010000000006000005
Gold standard	species	Sum of abundances	7	0.009999999999000002
Gold standard	strain	Sum of abundances	7	0.0010647588289999994
Gold standard	superkingdom	Taxon counts	7	1.0
Gold standard	phylum	Taxon counts	7	1.0
Gold standard	class	Taxon counts	7	1.0
Gold standard	order	Taxon counts	7	4.0
Gold standard	family	Taxon counts	7	19.0
Gold standard	genus	Taxon counts	7	113.0
Gold standard	species	Taxon counts	7	337.0
Gold standard	strain	Taxon counts	7	99.0
Gold standard	superkingdom	Bray-Curtis distance	8	0.0
Gold standard	phylum	Bray-Curtis distance	8	0.0
Gold standard	class	Bray-Curtis distance	8	0.0
Gold standard	order	Bray-Curtis distance	8	0.0
Gold standard	family	Bray-Curtis distance	8	0.0
Gold standard	genus	Bray-Curtis distance	8	0.0
Gold standard	species	Bray-Curtis distance	8	0.0
Gold standard	strain	Bray-Curtis distance	8	0.0
Gold standard	superkingdom	Shannon diversity	8	0.04605170185988091
Gold standard	superkingdom	Shannon equitability	8	0.0
Gold standard	phylum	Shannon diversity	8	0.04605170185988091
Gold standard	phylum	Shannon equitability	8	0.0
Gold standard	class	Shannon diversity	8	0.04605170185988091
Gold standard	class	Shannon equitability	8	0.0
Gold standard	order	Shannon diversity	8	0.04707984396731835
Gold standard	order	Shannon equitability	8	0.03396092870873818
Gold standard	family	Shannon diversity	8	0.06152444950330318
Gold standard	family	Shannon equitability	8	0.020895134841857215
Gold standard	genus	Shannon diversity	8	0.07314254550195659
Gold standard	genus	Shannon equitability	8	0.015472084860996101
Gold standard	species	Shannon diversity	8	0.0865283511276817
Gold standard	species	Shannon equitability	8	0.014867202437344492
Gold standard	strain	Shannon diversity	8	0.012109952777253638
Gold standard	strain	Shannon equitability	8	0.0026353943253294996
Gold standard	superkingdom	F1 score	8	1.0
Gold standard	superkingdom	False negatives	8	0.0
Gold standard	superkingdom	False positives	8	0.0
Gold standard	superkingdom	Jaccard index	8	1.0
Gold standard	superkingdom	Purity	8	1.0
Gold standard	superkingdom	Completeness	8	1.0
Gold standard	superkingdom	True positives	8	1.0
Gold standard	phylum	F1 score	8	1.0
Gold standard	phylum	False negatives	8	0.0
Gold standard	phylum	False positives	8	0.0
Gold standard	phylum	Jaccard index	8	1.0
Gold standard	phylum	Purity	8	1.0
Gold standard	phylum	Completeness	8	1.0
Gold standard	phylum	True positives	8	1.0
Gold standard	class	F1 score	8	1.0
Gold standard	class	False negatives	8	0.0
Gold standard	class	False positives	8	0.0
Gold standard	class	Jaccard index	8	1.0
Gold standard	class	Purity	8	1.0
Gold standard	class	Completeness	8	1.0
Gold standard	class	True positives	8	1.0
Gold standard	order	F1 score	8	1.0
Gold standard	order	False negatives	8	0.0
Gold standard	order	False positives	8	0.0
Gold standard	order	Jaccard index	8	1.0
Gold standard	order	Purity	8	1.0
Gold standard	order	Completeness	8	1.0
Gold standard	order	True positives	8	4.0
Gold standard	family	F1 score	8	1.0
Gold standard	family	False negatives	8	0.0
Gold standard	family	False positives	8	0.0
Gold standard	family	Jaccard index	8	1.0
Gold standard	family	Purity	8	1.0
Gold standard	family	Completeness	8	1.0
Gold standard	family	True positives	8	19.0
Gold standard	genus	F1 score	8	1.0
Gold standard	genus	False negatives	8	0.0
Gold standard	genus	False positives	8	0.0
Gold standard	genus	Jaccard index	8	1.0
Gold standard	genus	Purity	8	1.0
Gold standard	genus	Completeness	8	1.0
Gold standard	genus	True positives	8	113.0
Gold standard	species	F1 score	8	1.0
Gold standard	species	False negatives	8	0.0
Gold standard	species	False positives	8	0.0
Gold standard	species	Jaccard index	8	1.0
Gold standard	species	Purity	8	1.0
Gold standard	species	Completeness	8	1.0
Gold standard	species	True positives	8	337.0
Gold standard	strain	F1 score	8	1.0
Gold standard	strain	False negatives	8	0.0
Gold standard	strain	False positives	8	0.0
Gold standard	strain	Jaccard index	8	1.0
Gold standard	strain	Purity	8	1.0
Gold standard	strain	Completeness	8	1.0
Gold standard	strain	True positives	8	99.0
Gold standard	superkingdom	L1 norm error	8	0.0
Gold standard	phylum	L1 norm error	8	0.0
Gold standard	class	L1 norm error	8	0.0
Gold standard	order	L1 norm error	8	0.0
Gold standard	family	L1 norm error	8	0.0
Gold standard	genus	L1 norm error	8	0.0
Gold standard	species	L1 norm error	8	0.0
Gold standard	strain	L1 norm error	8	0.0
Gold standard	na	Weighted UniFrac error	8	0.0
Gold standard	na	Unweighted UniFrac error	8	0.0
Gold standard	na	Weighted UniFrac (CAMI)	8	0.0
Gold standard	na	Unweighted UniFrac (CAMI)	8	0.0
Gold standard	superkingdom	Sum of abundances	8	0.01
Gold standard	phylum	Sum of abundances	8	0.01
Gold standard	class	Sum of abundances	8	0.01
Gold standard	order	Sum of abundances	8	0.01
Gold standard	family	Sum of abundances	8	0.009924761521
Gold standard	genus	Sum of abundances	8	0.010000000006000005
Gold standard	species	Sum of abundances	8	0.009999999999000002
Gold standard	strain	Sum of abundances	8	0.0010647588289999994
Gold standard	superkingdom	Taxon counts	8	1.0
Gold standard	phylum	Taxon counts	8	1.0
Gold standard	class	Taxon counts	8	1.0
Gold standard	order	Taxon counts	8	4.0
Gold standard	family	Taxon counts	8	19.0
Gold standard	genus	Taxon counts	8	113.0
Gold standard	species	Taxon counts	8	337.0
Gold standard	strain	Taxon counts	8	99.0
Gold standard	superkingdom	Bray-Curtis distance	9	0.0
Gold standard	phylum	Bray-Curtis distance	9	0.0
Gold standard	class	Bray-Curtis distance	9	0.0
Gold standard	order	Bray-Curtis distance	9	0.0
Gold standard	family	Bray-Curtis distance	9	0.0
Gold standard	genus	Bray-Curtis distance	9	0.0
Gold standard	species	Bray-Curtis distance	9	0.0
Gold standard	strain	Bray-Curtis distance	9	0.0
Gold standard	superkingdom	Shannon diversity	9	0.04605170185988091
Gold standard	superkingdom	Shannon equitability	9	0.0
Gold standard	phylum	Shannon diversity	9	0.04605170185988091
Gold standard	phylum	Shannon equitability	9	0.0
Gold standard	class	Shannon diversity	9	0.04605170185988091
Gold standard	class	Shannon equitability	9	0.0
Gold standard	order	Shannon diversity	9	0.04707984396731835
Gold standard	order	Shannon equitability	9	0.03396092870873818
